"country","year","sex","age","sucides_100k_pop","gdp_per_capita"
"Barbados",1995,"female","5-14 years","0","9378"
"Barbados",1995,"female","75+ years","0","9378"
"Barbados",1995,"male","5-14 years","0","9378"
"Barbados",1995,"male","75+ years","0","9378"
"Barbados",2000,"male","25-34 years","19.07","12430"
"Barbados",2000,"male","35-54 years","8.11","12430"
"Barbados",2000,"male","15-24 years","4.99","12430"
"Barbados",2000,"female","35-54 years","4.96","12430"
"Barbados",2000,"female","15-24 years","0","12430"
"Barbados",2000,"female","25-34 years","0","12430"
"Barbados",2000,"female","5-14 years","0","12430"
"Barbados",2000,"female","55-74 years","0","12430"
"Barbados",2000,"female","75+ years","0","12430"
"Barbados",2000,"male","5-14 years","0","12430"
"Barbados",2000,"male","55-74 years","0","12430"
"Barbados",2000,"male","75+ years","0","12430"
"Barbados",2001,"male","55-74 years","5.99","12348"
"Barbados",2001,"male","35-54 years","2.66","12348"
"Barbados",2001,"female","15-24 years","0","12348"
"Barbados",2001,"female","25-34 years","0","12348"
"Barbados",2001,"female","35-54 years","0","12348"
"Barbados",2001,"female","5-14 years","0","12348"
"Barbados",2001,"female","55-74 years","0","12348"
"Barbados",2001,"female","75+ years","0","12348"
"Barbados",2001,"male","15-24 years","0","12348"
"Barbados",2001,"male","25-34 years","0","12348"
"Barbados",2001,"male","5-14 years","0","12348"
"Barbados",2001,"male","75+ years","0","12348"
"Barbados",2002,"female","15-24 years","0","12511"
"Barbados",2002,"female","25-34 years","0","12511"
"Barbados",2002,"female","35-54 years","0","12511"
"Barbados",2002,"female","5-14 years","0","12511"
"Barbados",2002,"female","55-74 years","0","12511"
"Barbados",2002,"female","75+ years","0","12511"
"Barbados",2002,"male","15-24 years","0","12511"
"Barbados",2002,"male","25-34 years","0","12511"
"Barbados",2002,"male","35-54 years","0","12511"
"Barbados",2002,"male","5-14 years","0","12511"
"Barbados",2002,"male","55-74 years","0","12511"
"Barbados",2002,"male","75+ years","0","12511"
"Barbados",2003,"female","15-24 years","0","12887"
"Barbados",2003,"female","25-34 years","0","12887"
"Barbados",2003,"female","35-54 years","0","12887"
"Barbados",2003,"female","5-14 years","0","12887"
"Barbados",2003,"female","55-74 years","0","12887"
"Barbados",2003,"female","75+ years","0","12887"
"Barbados",2003,"male","15-24 years","0","12887"
"Barbados",2003,"male","25-34 years","0","12887"
"Barbados",2003,"male","35-54 years","0","12887"
"Barbados",2003,"male","5-14 years","0","12887"
"Barbados",2003,"male","55-74 years","0","12887"
"Barbados",2003,"male","75+ years","0","12887"
"Barbados",2004,"male","35-54 years","7.79","13786"
"Barbados",2004,"female","15-24 years","0","13786"
"Barbados",2004,"female","25-34 years","0","13786"
"Barbados",2004,"female","35-54 years","0","13786"
"Barbados",2004,"female","5-14 years","0","13786"
"Barbados",2004,"female","55-74 years","0","13786"
"Barbados",2004,"female","75+ years","0","13786"
"Barbados",2004,"male","15-24 years","0","13786"
"Barbados",2004,"male","25-34 years","0","13786"
"Barbados",2004,"male","5-14 years","0","13786"
"Barbados",2004,"male","55-74 years","0","13786"
"Barbados",2004,"male","75+ years","0","13786"
"Barbados",2005,"male","35-54 years","2.58","15230"
"Barbados",2005,"female","15-24 years","0","15230"
"Barbados",2005,"female","25-34 years","0","15230"
"Barbados",2005,"female","35-54 years","0","15230"
"Barbados",2005,"female","5-14 years","0","15230"
"Barbados",2005,"female","55-74 years","0","15230"
"Barbados",2005,"female","75+ years","0","15230"
"Barbados",2005,"male","15-24 years","0","15230"
"Barbados",2005,"male","25-34 years","0","15230"
"Barbados",2005,"male","5-14 years","0","15230"
"Barbados",2005,"male","55-74 years","0","15230"
"Barbados",2005,"male","75+ years","0","15230"
"Barbados",2006,"male","75+ years","17.27","16531"
"Barbados",2006,"male","35-54 years","12.83","16531"
"Barbados",2006,"male","25-34 years","10.16","16531"
"Barbados",2006,"male","55-74 years","5.12","16531"
"Barbados",2006,"female","15-24 years","0","16531"
"Barbados",2006,"female","25-34 years","0","16531"
"Barbados",2006,"female","35-54 years","0","16531"
"Barbados",2006,"female","5-14 years","0","16531"
"Barbados",2006,"female","55-74 years","0","16531"
"Barbados",2006,"female","75+ years","0","16531"
"Barbados",2006,"male","15-24 years","0","16531"
"Barbados",2006,"male","5-14 years","0","16531"
"Barbados",2007,"female","15-24 years","0","17528"
"Barbados",2007,"female","25-34 years","0","17528"
"Barbados",2007,"female","35-54 years","0","17528"
"Barbados",2007,"female","5-14 years","0","17528"
"Barbados",2007,"female","55-74 years","0","17528"
"Barbados",2007,"female","75+ years","0","17528"
"Barbados",2007,"male","15-24 years","0","17528"
"Barbados",2007,"male","25-34 years","0","17528"
"Barbados",2007,"male","35-54 years","0","17528"
"Barbados",2007,"male","5-14 years","0","17528"
"Barbados",2007,"male","55-74 years","0","17528"
"Barbados",2007,"male","75+ years","0","17528"
"Barbados",2008,"female","35-54 years","2.31","17760"
"Barbados",2008,"female","15-24 years","0","17760"
"Barbados",2008,"female","25-34 years","0","17760"
"Barbados",2008,"female","5-14 years","0","17760"
"Barbados",2008,"female","55-74 years","0","17760"
"Barbados",2008,"female","75+ years","0","17760"
"Barbados",2008,"male","15-24 years","0","17760"
"Barbados",2008,"male","25-34 years","0","17760"
"Barbados",2008,"male","35-54 years","0","17760"
"Barbados",2008,"male","5-14 years","0","17760"
"Barbados",2008,"male","55-74 years","0","17760"
"Barbados",2008,"male","75+ years","0","17760"
"Barbados",2009,"male","75+ years","16.61","17007"
"Barbados",2009,"male","35-54 years","7.61","17007"
"Barbados",2009,"male","55-74 years","4.58","17007"
"Barbados",2009,"female","15-24 years","0","17007"
"Barbados",2009,"female","25-34 years","0","17007"
"Barbados",2009,"female","35-54 years","0","17007"
"Barbados",2009,"female","5-14 years","0","17007"
"Barbados",2009,"female","55-74 years","0","17007"
"Barbados",2009,"female","75+ years","0","17007"
"Barbados",2009,"male","15-24 years","0","17007"
"Barbados",2009,"male","25-34 years","0","17007"
"Barbados",2009,"male","5-14 years","0","17007"
"Barbados",2010,"male","35-54 years","7.62","17034"
"Barbados",2010,"female","15-24 years","0","17034"
"Barbados",2010,"female","25-34 years","0","17034"
"Barbados",2010,"female","35-54 years","0","17034"
"Barbados",2010,"female","5-14 years","0","17034"
"Barbados",2010,"female","55-74 years","0","17034"
"Barbados",2010,"female","75+ years","0","17034"
"Barbados",2010,"male","15-24 years","0","17034"
"Barbados",2010,"male","25-34 years","0","17034"
"Barbados",2010,"male","5-14 years","0","17034"
"Barbados",2010,"male","55-74 years","0","17034"
"Barbados",2010,"male","75+ years","0","17034"
"Barbados",2011,"female","15-24 years","0","17708"
"Barbados",2011,"female","25-34 years","0","17708"
"Barbados",2011,"female","35-54 years","0","17708"
"Barbados",2011,"female","5-14 years","0","17708"
"Barbados",2011,"female","55-74 years","0","17708"
"Barbados",2011,"female","75+ years","0","17708"
"Barbados",2011,"male","15-24 years","0","17708"
"Barbados",2011,"male","25-34 years","0","17708"
"Barbados",2011,"male","35-54 years","0","17708"
"Barbados",2011,"male","5-14 years","0","17708"
"Barbados",2011,"male","55-74 years","0","17708"
"Barbados",2011,"male","75+ years","0","17708"
"Barbados",2012,"female","15-24 years","0","17620"
"Barbados",2012,"female","25-34 years","0","17620"
"Barbados",2012,"female","35-54 years","0","17620"
"Barbados",2012,"female","5-14 years","0","17620"
"Barbados",2012,"female","55-74 years","0","17620"
"Barbados",2012,"female","75+ years","0","17620"
"Barbados",2012,"male","15-24 years","0","17620"
"Barbados",2012,"male","25-34 years","0","17620"
"Barbados",2012,"male","35-54 years","0","17620"
"Barbados",2012,"male","5-14 years","0","17620"
"Barbados",2012,"male","55-74 years","0","17620"
"Barbados",2012,"male","75+ years","0","17620"
"Barbados",2013,"female","15-24 years","0","17395"
"Barbados",2013,"female","25-34 years","0","17395"
"Barbados",2013,"female","35-54 years","0","17395"
"Barbados",2013,"female","5-14 years","0","17395"
"Barbados",2013,"female","55-74 years","0","17395"
"Barbados",2013,"female","75+ years","0","17395"
"Barbados",2013,"male","15-24 years","0","17395"
"Barbados",2013,"male","25-34 years","0","17395"
"Barbados",2013,"male","35-54 years","0","17395"
"Barbados",2013,"male","5-14 years","0","17395"
"Barbados",2013,"male","55-74 years","0","17395"
"Barbados",2013,"male","75+ years","0","17395"
"Belarus",1990,"male","35-54 years","60.78","2301"
"Belarus",1990,"male","55-74 years","50.83","2301"
"Belarus",1990,"male","75+ years","47.81","2301"
"Belarus",1990,"male","25-34 years","42.49","2301"
"Belarus",1990,"male","15-24 years","18.78","2301"
"Belarus",1990,"female","75+ years","17.97","2301"
"Belarus",1990,"female","55-74 years","14.34","2301"
"Belarus",1990,"female","35-54 years","11.21","2301"
"Belarus",1990,"female","25-34 years","5.36","2301"
"Belarus",1990,"female","15-24 years","3.4","2301"
"Belarus",1990,"male","5-14 years","1.01","2301"
"Belarus",1990,"female","5-14 years","0.39","2301"
"Belarus",1991,"male","35-54 years","62.11","1899"
"Belarus",1991,"male","75+ years","61.85","1899"
"Belarus",1991,"male","55-74 years","53.64","1899"
"Belarus",1991,"male","25-34 years","41.38","1899"
"Belarus",1991,"female","75+ years","22.1","1899"
"Belarus",1991,"male","15-24 years","20.45","1899"
"Belarus",1991,"female","55-74 years","15.4","1899"
"Belarus",1991,"female","35-54 years","9.35","1899"
"Belarus",1991,"female","25-34 years","5.1","1899"
"Belarus",1991,"female","15-24 years","4.27","1899"
"Belarus",1991,"male","5-14 years","1.73","1899"
"Belarus",1991,"female","5-14 years","0.26","1899"
"Belarus",1992,"male","35-54 years","68.33","1780"
"Belarus",1992,"male","55-74 years","59.23","1780"
"Belarus",1992,"male","75+ years","52.39","1780"
"Belarus",1992,"male","25-34 years","48.87","1780"
"Belarus",1992,"male","15-24 years","23.42","1780"
"Belarus",1992,"female","75+ years","21.66","1780"
"Belarus",1992,"female","55-74 years","13.66","1780"
"Belarus",1992,"female","35-54 years","11.99","1780"
"Belarus",1992,"female","25-34 years","6.16","1780"
"Belarus",1992,"female","15-24 years","4.38","1780"
"Belarus",1992,"male","5-14 years","3.65","1780"
"Belarus",1992,"female","5-14 years","0.5","1780"
"Belarus",1993,"male","35-54 years","85.45","1689"
"Belarus",1993,"male","55-74 years","72.77","1689"
"Belarus",1993,"male","75+ years","60.43","1689"
"Belarus",1993,"male","25-34 years","57.53","1689"
"Belarus",1993,"male","15-24 years","24.2","1689"
"Belarus",1993,"female","75+ years","20.61","1689"
"Belarus",1993,"female","55-74 years","16.59","1689"
"Belarus",1993,"female","35-54 years","12.39","1689"
"Belarus",1993,"female","25-34 years","7.3","1689"
"Belarus",1993,"female","15-24 years","5.18","1689"
"Belarus",1993,"male","5-14 years","2.16","1689"
"Belarus",1993,"female","5-14 years","0.5","1689"
"Belarus",1994,"male","35-54 years","91.83","1547"
"Belarus",1994,"male","55-74 years","84.12","1547"
"Belarus",1994,"male","75+ years","70.4","1547"
"Belarus",1994,"male","25-34 years","59.25","1547"
"Belarus",1994,"male","15-24 years","28.65","1547"
"Belarus",1994,"female","75+ years","22.44","1547"
"Belarus",1994,"female","55-74 years","18.82","1547"
"Belarus",1994,"female","35-54 years","13.25","1547"
"Belarus",1994,"female","25-34 years","7.65","1547"
"Belarus",1994,"female","15-24 years","5","1547"
"Belarus",1994,"male","5-14 years","1.92","1547"
"Belarus",1994,"female","5-14 years","0.25","1547"
"Belarus",1995,"male","35-54 years","95.9","1444"
"Belarus",1995,"male","55-74 years","86.8","1444"
"Belarus",1995,"male","75+ years","70.3","1444"
"Belarus",1995,"male","25-34 years","63.86","1444"
"Belarus",1995,"male","15-24 years","28.58","1444"
"Belarus",1995,"female","55-74 years","16.14","1444"
"Belarus",1995,"female","75+ years","16.09","1444"
"Belarus",1995,"female","35-54 years","13.31","1444"
"Belarus",1995,"female","25-34 years","6.69","1444"
"Belarus",1995,"female","15-24 years","4.52","1444"
"Belarus",1995,"male","5-14 years","1.45","1444"
"Belarus",1995,"female","5-14 years","0.37","1444"
"Belarus",1996,"male","35-54 years","107.15","1524"
"Belarus",1996,"male","55-74 years","106.18","1524"
"Belarus",1996,"male","75+ years","76.23","1524"
"Belarus",1996,"male","25-34 years","71.7","1524"
"Belarus",1996,"male","15-24 years","30.12","1524"
"Belarus",1996,"female","75+ years","18.85","1524"
"Belarus",1996,"female","55-74 years","17.46","1524"
"Belarus",1996,"female","35-54 years","12.28","1524"
"Belarus",1996,"female","25-34 years","7.95","1524"
"Belarus",1996,"female","15-24 years","5.83","1524"
"Belarus",1996,"male","5-14 years","1.58","1524"
"Belarus",1996,"female","5-14 years","0.38","1524"
"Belarus",1997,"male","55-74 years","101.95","1458"
"Belarus",1997,"male","35-54 years","99.99","1458"
"Belarus",1997,"male","75+ years","76.62","1458"
"Belarus",1997,"male","25-34 years","68.69","1458"
"Belarus",1997,"male","15-24 years","32.91","1458"
"Belarus",1997,"female","75+ years","19.34","1458"
"Belarus",1997,"female","55-74 years","15.43","1458"
"Belarus",1997,"female","35-54 years","13.28","1458"
"Belarus",1997,"female","25-34 years","10.32","1458"
"Belarus",1997,"female","15-24 years","6.72","1458"
"Belarus",1997,"male","5-14 years","0.99","1458"
"Belarus",1997,"female","5-14 years","0.26","1458"
"Belarus",1998,"male","55-74 years","101.2","1570"
"Belarus",1998,"male","35-54 years","97.01","1570"
"Belarus",1998,"male","75+ years","78.85","1570"
"Belarus",1998,"male","25-34 years","73.11","1570"
"Belarus",1998,"male","15-24 years","37.63","1570"
"Belarus",1998,"female","75+ years","24.65","1570"
"Belarus",1998,"female","55-74 years","15.53","1570"
"Belarus",1998,"female","35-54 years","13.2","1570"
"Belarus",1998,"female","25-34 years","7.12","1570"
"Belarus",1998,"female","15-24 years","5.16","1570"
"Belarus",1998,"male","5-14 years","1.52","1570"
"Belarus",1998,"female","5-14 years","0.66","1570"
"Belarus",1999,"male","55-74 years","95.74","1269"
"Belarus",1999,"male","75+ years","85.53","1269"
"Belarus",1999,"male","35-54 years","85.49","1269"
"Belarus",1999,"male","25-34 years","79.41","1269"
"Belarus",1999,"male","15-24 years","37.33","1269"
"Belarus",1999,"female","75+ years","20.73","1269"
"Belarus",1999,"female","55-74 years","14.68","1269"
"Belarus",1999,"female","35-54 years","11.88","1269"
"Belarus",1999,"female","25-34 years","9.6","1269"
"Belarus",1999,"female","15-24 years","6.47","1269"
"Belarus",1999,"male","5-14 years","2.94","1269"
"Belarus",1999,"female","5-14 years","0.56","1269"
"Belarus",2000,"male","55-74 years","96.06","1335"
"Belarus",2000,"male","35-54 years","95.02","1335"
"Belarus",2000,"male","75+ years","80.5","1335"
"Belarus",2000,"male","25-34 years","73.73","1335"
"Belarus",2000,"male","15-24 years","38.91","1335"
"Belarus",2000,"female","75+ years","20.21","1335"
"Belarus",2000,"female","55-74 years","15.29","1335"
"Belarus",2000,"female","35-54 years","11.36","1335"
"Belarus",2000,"female","25-34 years","7.78","1335"
"Belarus",2000,"female","15-24 years","4.77","1335"
"Belarus",2000,"male","5-14 years","2.79","1335"
"Belarus",2000,"female","5-14 years","0.88","1335"
"Belarus",2001,"male","55-74 years","89.9","1299"
"Belarus",2001,"male","35-54 years","88.95","1299"
"Belarus",2001,"male","75+ years","70.63","1299"
"Belarus",2001,"male","25-34 years","69.35","1299"
"Belarus",2001,"male","15-24 years","39.05","1299"
"Belarus",2001,"female","75+ years","21.06","1299"
"Belarus",2001,"female","55-74 years","14.8","1299"
"Belarus",2001,"female","35-54 years","10.77","1299"
"Belarus",2001,"female","25-34 years","7.66","1299"
"Belarus",2001,"female","15-24 years","4.68","1299"
"Belarus",2001,"male","5-14 years","2.49","1299"
"Belarus",2001,"female","5-14 years","0.31","1299"
"Belarus",2002,"male","35-54 years","88.38","1541"
"Belarus",2002,"male","55-74 years","84.32","1541"
"Belarus",2002,"male","25-34 years","74.77","1541"
"Belarus",2002,"male","75+ years","64.3","1541"
"Belarus",2002,"male","15-24 years","36.33","1541"
"Belarus",2002,"female","75+ years","19.18","1541"
"Belarus",2002,"female","55-74 years","13.84","1541"
"Belarus",2002,"female","35-54 years","12.45","1541"
"Belarus",2002,"female","25-34 years","9.4","1541"
"Belarus",2002,"female","15-24 years","4.1","1541"
"Belarus",2002,"male","5-14 years","3.11","1541"
"Belarus",2002,"female","5-14 years","0.82","1541"
"Belarus",2003,"male","55-74 years","94.27","1892"
